user_id;user_name;provinceType;genderType;province_name
12b4bcff-53dc-4b26-b068-86506dd4aa25;60bbe2a9606c1b525d852cbe5b1591dd70c7;4;male;西藏
8944b893-23f9-46c4-9aa0-60b8e527bfba;c28dd65445d6fd113f8624d699d79b62f648;3;fmale;新疆
c7ac27c1-ed70-48ef-97c6-2b2680ec85dc;9b929c8be8778eb1fc59f356c9bc982b943a;2;fmale;河南
d251e72d-0382-4957-960c-87df37e196f4;0bd77c1fdd6ff6474b02f98bad1cdb0c0ef5;4;fmale;西藏
97e931d6-1bd5-42a2-8347-b7b67ee63f58;9a214c5402ba5ae8eac7858dfa1b078850c3;2;fmale;河南
19208628-f12f-4340-a147-41251b87178b;f4380b6a003415572af1ba1a4abdf119fa37;2;fmale;河南
fa1b0d8f-a1e1-45a5-8d81-8562540954c1;721ff8fdc85c2a4b74ee170e1ab211242cc3;5;male;青海
f77bdfbd-95a2-4562-a818-58e263551028;3440e4982a2eb32eab676c8e76f72b78cba3;3;male;新疆
9558a85d-b78e-48d6-80e5-4372eb6a2522;f98801bf8463620dca6afb334a4679a03346;2;fmale;河南
911c084a-e79c-4424-9228-8022ce6fd4da;2189174eac9c04f05937b7301ef6983ed1a0;4;fmale;西藏
1f5864f2-e303-4878-9a50-e1e45c1dc695;134d16e92399e4a9807118103063f1401b9f;3;male;新疆
47e237a7-3dba-4aea-8c58-806df2d73e71;682e10ecbbb95785e75055ebe9f1907c13df;5;male;青海
6564d5f5-5a50-4fb7-9fdc-ff514a39d037;9a749622662fe1efed8093742d36b28ed5ca;3;male;新疆
cf4d7cde-3af2-450c-b8c9-2907d2d94198;817271e53b24e5503158c0c49b8f9d7f44ef;4;fmale;西藏
a6e100e1-cae8-42fb-bad0-1a1d41c72e31;78b0af698f81de973728293e3e734431255a;2;male;河南
f74d9257-5ad7-469a-8074-8348d8aa38b7;1708d67dd874bdde25d091510dd00a4501b6;3;fmale;新疆
42deb048-5f9e-48e3-8587-d5cd41c5b20a;865f983efddd5b5d57838c23d6bd8c595ebc;2;fmale;河南
db06baa9-1e52-4126-b8a0-74a0d384233e;8899e4123344f898a93c53bc68adece79333;2;fmale;河南
a25ce7c2-8288-4762-b841-9b1996dc1328;60c41cdc6730bfe4e50776edf9b6f65f4d5d;2;male;河南
c6d9a1a5-f3be-4afb-b3c2-a08d38c6282c;eaf6628a192fc964cd1a1ab0789e8f8d6965;2;fmale;河南
8477d573-67f1-481d-95a9-f13528212835;461e45355d7bcdf335810a5b16f8ba775cf7;3;fmale;新疆
67245e73-bc21-4364-8ef2-40593773680b;d5cc22d2d4a6011485c97b3adacee336ae10;2;fmale;河南
66a85d16-6138-4de9-8aac-ec78fc12a696;1c60e36fd41a77a72c95c97ae3d9c6a42ebb;5;male;青海
8ab2c00d-5f91-4e5c-85df-d2027df15eda;680280a8e3410af19c8e304252a97208281c;3;fmale;新疆
27db300d-26e5-4164-a95c-c487aceda60e;3743bdd20a7b1d3da6faf1cf427ba9fadfc3;5;fmale;青海
750e8ba1-5e40-483c-a800-6699ca5a108b;2bdcb700b28266af05a6824c6c68592b733f;3;male;新疆
3e0854df-565a-4e8a-99ef-78403998e56c;2de02d116aa37561f4cf7819e9a111cc5501;2;male;河南
ad5379cb-e396-47d2-851d-3230800a3d6c;05821ae1d998ed2c78d6f680bb6bc274675f;3;fmale;新疆
a45645db-1c36-4fb7-83e4-1cf27779f9bd;32c860889ac31534128d1037f4ac524c2c92;2;fmale;河南
da07cae6-27f6-4754-8c12-319b93f5f041;64efcc33583fbabf1987c74b9eade508f1a3;2;male;河南
fdf85332-2ee2-4d09-b2d3-4abee5c57673;e5662a71d1a584562600878e054f72ecb2fb;4;fmale;西藏
12382980-98c1-4b77-b544-b0fdfcec974f;46a67455b9d5a09a13dda7c779b4abdb0363;2;male;河南
f2eab88b-e725-4ff6-884a-808d3b73066a;27c478cb14f255298f0e243dbb27c74e512f;3;male;新疆
a06bf55c-d22f-479d-8c86-4fa779b5d780;14c0a23d98404dc693cdef83215f9502f5b1;2;male;河南
05bf8d12-652a-44cb-ba4f-632b0f060f5f;3df08820f2db91a1bed280171ad7a97482a2;3;male;新疆
bd33a511-38bc-4291-858e-e6aa96187a9f;15240aef4e8509a3a9a20cd00b29cad7128d;3;fmale;新疆
8ad715f3-ae93-49a2-8ec4-fcaa4aaa7a5e;c09daf87c304d52892a90b68c1e86a8e6595;2;male;河南
512d371b-985e-4351-94c5-a2690aad376c;1c2ec13bbef27d9d9e7d05a2a0f9cf676e78;4;fmale;西藏
3a924fb1-9ec1-4a18-8916-c5079da10429;826cce3351898ba54e4c6bfae2dcdda93e64;2;fmale;河南
0ce940d2-d573-4cd7-85e4-c73322a6fb4e;6d9c9ab125bd24ac230e6b4736661aef69c1;4;fmale;西藏
d270b3fa-02fd-4072-b1d8-92e4ae566e31;7d80de9531f4f1cabb49e95c144ccd429ea1;2;fmale;河南
78c5db7a-6174-41b4-bed4-1d6b1412711e;5f503649890f8ef7337e8071cafd0e59781d;2;male;河南
cb44da09-45d1-4252-8352-b32232a65e92;e2e65632a3a642a422c20e33b7c64c8ae6c0;2;fmale;河南
28f94db9-1a24-41c2-9f00-dc2536818db9;8ddd9279ecab7dcc9dd2b238808964332b33;2;male;河南
ae302167-71f7-4eb5-b63a-23af535ff5c7;e8a71d1cbb87b949c9e313c0387029e852c9;2;fmale;河南
a472c704-463b-4b96-ac92-4013e7be2c3b;86cd3f156f73a96c466f75d20f9ec8afeb1b;2;fmale;河南
2aa5a353-e305-4321-a9c3-6a2cc969bba1;d536c1cd1ffaf0de18de91a5af6ae96c8cc2;2;male;河南
1d4c43ae-8bb2-4cc1-8745-89687346a1b8;88be392cad4c74f3ff4db407992605f5f0ba;3;fmale;新疆
b010caef-1ac4-4755-9bd0-933d8dab87a0;63a0dc2fd4af0fa91c88a65aac0d1771d6b0;4;fmale;西藏
5123d057-ad16-4e2b-8525-d9b85d4b1e3e;e1038552f7afa1a260adfa1e86f794820b85;5;male;青海
b519504a-8038-47eb-bdb5-494d7a57e621;867a7c7a672df37b1c6b2eb0eaa190dce930;2;male;河南
84dd54f6-4ab1-4675-bbe0-2bc55f968d30;6095e49e2d94aa3ee4a1aed14a56f88607ee;4;male;西藏
64a7f486-e0e1-48bf-b9d2-903968e45baa;abbbafec6ef0b8717ac4a09e57fdcba6ef41;2;fmale;河南
e384f57f-d7d0-4e69-bb9e-a7d10225fdba;f218c4f69dc5153b3790c88d51eae2fb0541;2;fmale;河南
e17bd9b0-557e-495a-a1e6-b42294ac3f6b;a4da3883846f39bc82c1287ba7f63b5adb1a;2;male;河南
09100e7e-50f2-4844-906b-7e922de69c57;f3d201cade1af69b83149d321cafc20e8bbc;2;fmale;河南
bc02a6a6-bc12-49f3-8f88-43b7d7e6f2c4;48f63c5f31cfd1f31577231fea011e74f41e;5;male;青海
fddbfa42-dbc6-4e30-bb09-75dfea7195b5;d253414743f3ec7473cfd981318652f35bb4;4;fmale;西藏
44b3d41e-5694-4fad-94de-b6b6cfd391e9;8d10392a3285c30e46403e91725c0290c14c;5;male;青海
3100e371-723f-4287-8294-76705c242a84;0d2425c4abc4129be069f069daec833c4f0b;4;fmale;西藏
